0.23493103,2.477370607,0.071600987,0.787527046,0.796447271,0.430026365,0.457191244
0.971298823,2.375481974,0.618372054,0.285815769,0.112521191,0.410033012,0.75693157
0.123168999,5.788754881,0.558176485,0.033488744,0.111401977,0.798907204,0.052578229
0.631918591,9.835974176,0.264125025,0.148361643,0.487766022,0.75632138,0.958356133
0.86056765,3.788279923,0.952395591,0.520315017,0.831558481,0.641817389,0.909039132
0.690273628,9.479581294,0.401222661,0.266334332,0.72432068,0.814988582,0.670551576
0.79254515,2.572132218,0.384061753,0.197939526,0.769261904,0.59746369,0.431175552
0.209748794,8.572432029,0.67732577,0.760642461,0.783769791,0.942505292,0.3173501
0.357809744,5.552939053,0.45205678,0.655744881,0.5905229,0.622833505,0.234267604
0.570434758,5.851360632,0.703321797,0.602686035,0.422717032,0.420077613,0.204454689
0.360227729,5.992806703,0.835280766,0.827470614,0.701027981,0.970183169,0.701147579
0.497787116,9.340322547,0.125881543,0.585881335,0.002612115,0.295176313,0.260137664
0.573851772,3.411423717,0.954296641,0.567228188,0.83765581,0.015515185,0.163636989
0.387059483,4.628195298,0.672872378,0.18665812,0.86099925,0.745975413,0.716031772
0.079475313,6.821395393,0.922180022,0.236430127,0.19164809,0.419046551,0.646373198
0.684360429,5.734427779,0.013775942,0.225006978,0.944318352,0.734056533,0.329410626
0.583137332,0.588510134,0.517628059,0.070851233,0.33077444,0.944651836,0.714689912
0.805549224,9.466316025,0.03563402,0.435524544,0.732396585,0.318204148,0.61545594
0.298520595,9.523224319,0.365771251,0.999421499,0.677444507,0.230842993,0.237498304
